barra_ID,CC_Trifasico,CC_Fase_Terra,CC_Fase_Fase,CC_Fase_Fase_Terra_A,CC_Fase_Fase_Terra_B,CC_Fase_Fase_Terra_C
1,6.529855884523764,3.437817837089725,5.655021079048885,2.332703416311483,5.812835467338721,5.734999847677337
2,13.641196127440011,5.238026426940557,11.813622384368955,3.23124732277309,12.207292932244814,11.632962932020217
3,13.605363710785138,15.301663267959972,11.782590601266847,17.48117095724872,14.654521783167453,14.686713140763397
4,7.222828694619581,3.5552964839451544,6.255153136723752,2.3578660022601903,6.388607909483481,6.341871691300788
5,6.757310145005928,3.3468447557117575,5.852002246825442,2.224033605538715,5.98721503854999,5.9260677869177005
6,6.449084467537441,3.030497240295256,5.585070980039063,1.9805317966081908,5.689121821055312,5.655190687150111
7,10.865466644934179,4.4462470137734735,9.409770138485472,2.791078765886785,9.672595362919106,9.350053871619865
8,9.2205808049185,3.7176897874463646,7.985257214706587,2.326258208837269,8.17358896545171,7.964097414081811
9,10.873853927881013,3.409070293077442,9.417033738586158,2.0197057705938897,9.57419435669828,9.366720716845993
